Sample1	Sample2	p_same	Model1	Model2	psame	pdiff	nummatch	nummismatch	numopphom	numhettohom	numhomtohet
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392609.GSM2392609	-251.1	MDAMB157_BREAST	GSM2392609	-381.4	-130.3	39	93	49	31	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392610.GSM2392610	-262.9	MDAMB157_BREAST	GSM2392610	-401.9	-139.0	45	97	49	35	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392611.GSM2392611	-260.7	MDAMB157_BREAST	GSM2392611	-402.8	-142.2	46	98	52	32	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392612.GSM2392612	-260.2	MDAMB157_BREAST	GSM2392612	-402.0	-141.8	48	97	50	32	15
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392613.GSM2392613	-265.0	MDAMB157_BREAST	GSM2392613	-412.8	-147.8	51	99	55	32	12
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392614.GSM2392614	-255.5	MDAMB157_BREAST	GSM2392614	-396.2	-140.7	47	95	54	28	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392615.GSM2392615	-265.1	MDAMB157_BREAST	GSM2392615	-407.2	-142.2	46	98	52	32	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392616.GSM2392616	-256.3	MDAMB157_BREAST	GSM2392616	-396.8	-140.6	46	96	54	29	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392617.GSM2392617	-253.4	MDAMB157_BREAST	GSM2392617	-389.9	-136.5	45	94	51	30	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392618.GSM2392618	-238.8	MDAMB157_BREAST	GSM2392618	-374.7	-135.9	47	92	48	32	12
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392619.GSM2392619	-250.5	MDAMB157_BREAST	GSM2392619	-388.5	-138.0	45	95	50	30	15
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392620.GSM2392620	-234.8	MDAMB157_BREAST	GSM2392620	-369.8	-135.0	46	92	48	30	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392621.GSM2392621	-234.9	MDAMB157_BREAST	GSM2392621	-368.3	-133.4	47	89	48	27	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392622.GSM2392622	-256.5	MDAMB157_BREAST	GSM2392622	-395.3	-138.9	45	96	51	31	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392623.GSM2392623	-250.8	MDAMB157_BREAST	GSM2392623	-384.4	-133.7	42	94	50	31	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392624.GSM2392624	-260.1	MDAMB157_BREAST	GSM2392624	-399.0	-139.0	46	95	51	30	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392625.GSM2392625	-261.5	MDAMB157_BREAST	GSM2392625	-400.1	-138.7	43	98	51	35	12
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392626.GSM2392626	-215.8	MDAMB157_BREAST	GSM2392626	-338.6	-122.8	44	81	44	24	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392627.GSM2392627	-241.2	MDAMB157_BREAST	GSM2392627	-370.3	-129.1	42	89	49	28	12
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392628.GSM2392628	-250.3	MDAMB157_BREAST	GSM2392628	-390.6	-140.3	47	95	54	28	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	GSM2392629.GSM2392629	-235.5	MDAMB157_BREAST	GSM2392629	-367.9	-132.4	46	89	46	30	13
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_CAL51_BREAST.CCLE_CAL51_BREAST	-336.4	MDAMB157_BREAST	CCLE_CAL51_BREAST	-502.5	-166.1	62	116	40	59	17
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_CAL148_BREAST.CCLE_CAL148_BREAST	-353.7	MDAMB157_BREAST	CCLE_CAL148_BREAST	-520.7	-167.1	56	120	46	54	20
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	DU4475_BREAST.CCLE_DU4475_BREAST	-321.5	MDAMB157_BREAST	DU4475_BREAST	-479.8	-158.3	59	110	40	55	15
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HS742T_FIBROBLAST.CCLE_HS742T_FIBROBLAST	-338.7	MDAMB157_BREAST	CCLE_HS742T_FIBROBLAST	-500.3	-161.6	59	116	39	65	12
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	UACC893_BREAST.CCLE_UACC893_BREAST	-282.8	MDAMB157_BREAST	UACC893_BREAST	-451.1	-168.3	75	101	47	38	16
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HS281T_FIBROBLAST.CCLE_HS281T_FIBROBLAST	-348.7	MDAMB157_BREAST	CCLE_HS281T_FIBROBLAST	-518.3	-169.6	65	120	30	70	20
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HS274T_FIBROBLAST.CCLE_HS274T_FIBROBLAST	-336.1	MDAMB157_BREAST	CCLE_HS274T_FIBROBLAST	-506.5	-170.4	64	117	47	54	16
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HS606T_FIBROBLAST.CCLE_HS606T_FIBROBLAST	-367.8	MDAMB157_BREAST	HS606T_FIBROBLAST	-541.0	-173.2	62	124	42	65	17
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HS343T_FIBROBLAST.CCLE_HS343T_FIBROBLAST	-369.7	MDAMB157_BREAST	CCLE_HS343T_FIBROBLAST	-544.4	-174.8	62	125	43	63	19
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_MDAMB468_BREAST.CCLE_MDAMB468_BREAST	-205.5	MDAMB157_BREAST	CCLE_MDAMB468_BREAST	-381.9	-176.4	100	82	44	15	23
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	MDAMB415_BREAST.CCLE_MDAMB415_BREAST	-328.7	MDAMB157_BREAST	MDAMB415_BREAST	-491.1	-162.4	59	112	42	49	21
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	MDAMB436_BREAST.CCLE_MDAMB436_BREAST	-277.7	MDAMB157_BREAST	MDAMB436_BREAST	-457.2	-179.5	82	101	55	24	22
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_SKBR3_BREAST.CCLE_SKBR3_BREAST	-333.6	MDAMB157_BREAST	CCLE_SKBR3_BREAST	-498.5	-164.9	58	114	46	44	24
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_MCF7_BREAST.CCLE_MCF7_BREAST	-331.8	MDAMB157_BREAST	CCLE_MCF7_BREAST	-498.2	-166.4	58	115	55	46	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_MDAMB175VII_BREAST.CCLE_MDAMB175VII_BREAST	-274.4	MDAMB157_BREAST	CCLE_MDAMB175VII_BREAST	-437.9	-163.6	79	98	28	52	18
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	AU565_BREAST.CCLE_AU565_BREAST	-317.7	MDAMB157_BREAST	AU565_BREAST	-486.5	-168.9	64	112	46	45	21
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC1187_BREAST.CCLE_HCC1187_BREAST	-291.1	MDAMB157_BREAST	HCC1187_BREAST	-468.9	-177.8	78	104	52	27	25
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HCC1143_BREAST.CCLE_HCC1143_BREAST	-331.8	MDAMB157_BREAST	CCLE_HCC1143_BREAST	-513.7	-181.9	70	116	58	35	23
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HCC1419_BREAST.CCLE_HCC1419_BREAST	-318.4	MDAMB157_BREAST	CCLE_HCC1419_BREAST	-474.6	-156.2	59	108	37	52	19
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HCC1395_BREAST.CCLE_HCC1395_BREAST	-312.3	MDAMB157_BREAST	CCLE_HCC1395_BREAST	-494.3	-182.0	71	112	62	23	27
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC2157_BREAST.CCLE_HCC2157_BREAST	-227.4	MDAMB157_BREAST	HCC2157_BREAST	-398.1	-170.7	93	86	40	28	18
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_KPL1_BREAST.CCLE_KPL1_BREAST	-331.8	MDAMB157_BREAST	CCLE_KPL1_BREAST	-498.5	-166.7	60	114	53	45	16
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_BT20_BREAST.CCLE_BT20_BREAST	-265.3	MDAMB157_BREAST	CCLE_BT20_BREAST	-443.4	-178.1	82	98	58	18	22
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HMC18_BREAST.CCLE_HMC18_BREAST	-298.2	MDAMB157_BREAST	CCLE_HMC18_BREAST	-463.7	-165.5	66	104	51	30	23
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC1954_BREAST.CCLE_HCC1954_BREAST	-331.6	MDAMB157_BREAST	HCC1954_BREAST	-507.5	-175.8	67	119	45	53	21
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HCC202_BREAST.CCLE_HCC202_BREAST	-324.8	MDAMB157_BREAST	CCLE_HCC202_BREAST	-493.2	-168.4	58	112	61	31	20
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC1806_BREAST.CCLE_HCC1806_BREAST	-241.1	MDAMB157_BREAST	HCC1806_BREAST	-421.4	-180.2	93	91	50	16	25
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC1937_BREAST.CCLE_HCC1937_BREAST	-308.5	MDAMB157_BREAST	HCC1937_BREAST	-493.8	-185.3	75	110	69	18	23
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	BT474_BREAST.CCLE_BT474_BREAST	-286.9	MDAMB157_BREAST	BT474_BREAST	-452.7	-165.7	69	103	48	36	19
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HMEL_BREAST.CCLE_HMEL_BREAST	-323.0	MDAMB157_BREAST	CCLE_HMEL_BREAST	-490.8	-167.8	71	113	33	66	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_ZR751_BREAST.CCLE_ZR751_BREAST	-286.1	MDAMB157_BREAST	CCLE_ZR751_BREAST	-449.1	-163.0	61	103	59	24	20
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	ZR7530_BREAST.CCLE_ZR7530_BREAST	-276.2	MDAMB157_BREAST	ZR7530_BREAST	-437.9	-161.7	75	98	35	45	18
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CAL120_BREAST.CCLE_CAL120_BREAST	-291.3	MDAMB157_BREAST	CAL120_BREAST	-461.1	-169.8	70	106	47	36	23
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HDQP1_BREAST.CCLE_HDQP1_BREAST	-284.1	MDAMB157_BREAST	CCLE_HDQP1_BREAST	-464.2	-180.1	79	105	56	27	22
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	EFM19_BREAST.CCLE_EFM19_BREAST	-327.6	MDAMB157_BREAST	EFM19_BREAST	-493.2	-165.6	60	113	46	45	22
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_EFM192A_BREAST.CCLE_EFM192A_BREAST	-298.7	MDAMB157_BREAST	CCLE_EFM192A_BREAST	-472.4	-173.7	71	108	55	33	20
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	UACC812_BREAST.CCLE_UACC812_BREAST	-260.7	MDAMB157_BREAST	UACC812_BREAST	-408.0	-147.3	60	93	39	35	19
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HS578T_BREAST.CCLE_HS578T_BREAST	-362.1	MDAMB157_BREAST	CCLE_HS578T_BREAST	-537.2	-175.0	57	125	51	50	24
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC70_BREAST.CCLE_HCC70_BREAST	-251.6	MDAMB157_BREAST	HCC70_BREAST	-422.0	-170.4	86	93	42	31	20
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC38_BREAST.CCLE_HCC38_BREAST	-303.1	MDAMB157_BREAST	HCC38_BREAST	-484.6	-181.5	77	109	56	31	22
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CAL851_BREAST.CCLE_CAL851_BREAST	-271.4	MDAMB157_BREAST	CAL851_BREAST	-446.7	-175.3	81	100	52	29	19
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_CAMA1_BREAST.CCLE_CAMA1_BREAST	-330.5	MDAMB157_BREAST	CCLE_CAMA1_BREAST	-495.8	-165.3	59	114	49	50	15
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_JIMT1_BREAST.CCLE_JIMT1_BREAST	-306.1	MDAMB157_BREAST	CCLE_JIMT1_BREAST	-478.1	-172.0	71	109	49	42	18
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_MDAMB453_BREAST.CCLE_MDAMB453_BREAST	-314.7	MDAMB157_BREAST	CCLE_MDAMB453_BREAST	-476.7	-162.0	60	109	48	44	17
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	MDAMB361_BREAST.CCLE_MDAMB361_BREAST	-312.0	MDAMB157_BREAST	MDAMB361_BREAST	-458.7	-146.7	50	111	30	67	14
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_MDAMB134VI_BREAST.CCLE_MDAMB134VI_BREAST	-298.0	MDAMB157_BREAST	CCLE_MDAMB134VI_BREAST	-457.7	-159.7	64	104	43	46	15
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	MDAMB157_BREAST.CCLE_MDAMB157_BREAST	94.3	MDAMB157_BREAST	MDAMB157_BREAST	-94.4	-188.6	192	0	0	0	0
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	MDAMB157_BREAST.CCLE_MDAMB157_BREAST	94.3	MDAMB157_BREAST	MDAMB157_BREAST	-94.4	-188.6	192	0	0	0	0
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	MDAMB231_BREAST.CCLE_MDAMB231_BREAST	-312.5	MDAMB157_BREAST	MDAMB231_BREAST	-481.7	-169.2	69	109	50	14	45
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HS739T_FIBROBLAST.CCLE_HS739T_FIBROBLAST	-322.5	MDAMB157_BREAST	CCLE_HS739T_FIBROBLAST	-497.8	-175.3	73	112	48	16	48
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	T47D_BREAST.CCLE_T47D_BREAST	-315.0	MDAMB157_BREAST	T47D_BREAST	-489.4	-174.3	66	111	58	22	31
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HCC1428_BREAST.CCLE_HCC1428_BREAST	-329.6	MDAMB157_BREAST	CCLE_HCC1428_BREAST	-505.1	-175.5	65	115	52	25	38
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC2218_BREAST.CCLE_HCC2218_BREAST	-258.9	MDAMB157_BREAST	HCC2218_BREAST	-425.1	-166.2	79	94	47	15	32
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HCC1500_BREAST.CCLE_HCC1500_BREAST	-276.4	MDAMB157_BREAST	CCLE_HCC1500_BREAST	-444.7	-168.3	79	98	38	23	37
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_HCC1569_BREAST.CCLE_HCC1569_BREAST	-249.7	MDAMB157_BREAST	CCLE_HCC1569_BREAST	-423.9	-174.2	88	94	43	21	30
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	HCC1599_BREAST.CCLE_HCC1599_BREAST	-353.3	MDAMB157_BREAST	HCC1599_BREAST	-527.4	-174.1	61	122	47	22	53
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_BT483_BREAST.CCLE_BT483_BREAST	-356.6	MDAMB157_BREAST	CCLE_BT483_BREAST	-526.0	-169.4	55	123	49	20	54
MDAMB157_BREAST.CCLE_MDAMB157_BREAST	CCLE_BT549_BREAST.CCLE_BT549_BREAST	-261.4	MDAMB157_BREAST	CCLE_BT549_BREAST	-437.2	-175.8	84	95	59	16	20
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392582.GSM2392582	-196.5	MDAMB231_BREAST	GSM2392582	-324.1	-127.6	60	79	20	18	41
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392583.GSM2392583	-194.2	MDAMB231_BREAST	GSM2392583	-313.8	-119.7	56	74	19	18	37
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392584.GSM2392584	-203.9	MDAMB231_BREAST	GSM2392584	-332.2	-128.4	60	79	22	17	40
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392585.GSM2392585	-198.3	MDAMB231_BREAST	GSM2392585	-324.5	-126.2	60	76	22	17	37
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392586.GSM2392586	-201.9	MDAMB231_BREAST	GSM2392586	-324.5	-122.6	55	79	19	21	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392587.GSM2392587	-208.0	MDAMB231_BREAST	GSM2392587	-336.5	-128.6	55	84	23	18	43
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392588.GSM2392588	-213.7	MDAMB231_BREAST	GSM2392588	-342.6	-129.0	60	81	20	18	43
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392589.GSM2392589	-202.5	MDAMB231_BREAST	GSM2392589	-325.0	-122.6	55	79	19	18	42
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392590.GSM2392590	-195.8	MDAMB231_BREAST	GSM2392590	-322.6	-126.8	60	78	21	16	41
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392591.GSM2392591	-177.9	MDAMB231_BREAST	GSM2392591	-299.3	-121.4	60	72	18	15	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392592.GSM2392592	-205.5	MDAMB231_BREAST	GSM2392592	-335.3	-129.8	62	79	20	18	41
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392593.GSM2392593	-188.7	MDAMB231_BREAST	GSM2392593	-311.8	-123.1	55	78	21	14	43
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392594.GSM2392594	-204.6	MDAMB231_BREAST	GSM2392594	-336.5	-131.9	62	81	21	19	41
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392595.GSM2392595	-201.7	MDAMB231_BREAST	GSM2392595	-328.7	-126.9	58	80	21	20	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392596.GSM2392596	-198.5	MDAMB231_BREAST	GSM2392596	-326.4	-127.8	60	78	22	17	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392597.GSM2392597	-191.4	MDAMB231_BREAST	GSM2392597	-316.2	-124.8	57	79	21	17	41
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392598.GSM2392598	-203.7	MDAMB231_BREAST	GSM2392598	-323.6	-119.9	51	79	21	19	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392599.GSM2392599	-191.3	MDAMB231_BREAST	GSM2392599	-312.3	-121.0	56	76	19	18	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392600.GSM2392600	-188.9	MDAMB231_BREAST	GSM2392600	-309.6	-120.7	56	74	21	16	37
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392601.GSM2392601	-183.8	MDAMB231_BREAST	GSM2392601	-301.6	-117.8	52	75	21	19	35
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392602.GSM2392602	-185.8	MDAMB231_BREAST	GSM2392602	-309.7	-123.9	61	73	21	16	36
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392603.GSM2392603	-195.3	MDAMB231_BREAST	GSM2392603	-323.6	-128.3	62	78	19	19	40
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392604.GSM2392604	-206.5	MDAMB231_BREAST	GSM2392604	-335.0	-128.5	60	80	22	19	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392605.GSM2392605	-187.2	MDAMB231_BREAST	GSM2392605	-308.2	-121.0	57	74	22	16	36
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392606.GSM2392606	-197.3	MDAMB231_BREAST	GSM2392606	-329.2	-131.9	65	80	24	26	30
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392607.GSM2392607	-192.5	MDAMB231_BREAST	GSM2392607	-313.2	-120.7	58	74	23	25	26
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392608.GSM2392608	-196.5	MDAMB231_BREAST	GSM2392608	-326.6	-130.0	63	80	23	23	34
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392609.GSM2392609	-186.6	MDAMB231_BREAST	GSM2392609	-308.2	-121.6	59	74	24	23	27
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392610.GSM2392610	-212.6	MDAMB231_BREAST	GSM2392610	-341.9	-129.3	58	83	26	28	29
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392611.GSM2392611	-216.6	MDAMB231_BREAST	GSM2392611	-348.2	-131.5	59	85	25	26	34
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392612.GSM2392612	-213.2	MDAMB231_BREAST	GSM2392612	-346.4	-133.2	62	84	26	25	33
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392613.GSM2392613	-220.6	MDAMB231_BREAST	GSM2392613	-357.8	-137.3	65	86	24	27	35
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392614.GSM2392614	-212.8	MDAMB231_BREAST	GSM2392614	-344.7	-132.0	61	82	27	23	32
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392615.GSM2392615	-211.7	MDAMB231_BREAST	GSM2392615	-344.3	-132.7	62	83	25	25	33
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392616.GSM2392616	-210.1	MDAMB231_BREAST	GSM2392616	-341.4	-131.3	62	81	25	25	31
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392617.GSM2392617	-202.7	MDAMB231_BREAST	GSM2392617	-328.9	-126.1	61	78	23	24	31
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392618.GSM2392618	-188.9	MDAMB231_BREAST	GSM2392618	-313.8	-124.9	64	74	22	24	28
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392619.GSM2392619	-208.5	MDAMB231_BREAST	GSM2392619	-337.7	-129.2	59	81	26	25	30
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392620.GSM2392620	-192.7	MDAMB231_BREAST	GSM2392620	-319.2	-126.5	61	78	24	23	31
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392621.GSM2392621	-182.3	MDAMB231_BREAST	GSM2392621	-305.6	-123.3	63	72	23	20	29
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392622.GSM2392622	-197.2	MDAMB231_BREAST	GSM2392622	-325.0	-127.8	62	78	24	24	30
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392623.GSM2392623	-204.6	MDAMB231_BREAST	GSM2392623	-327.3	-122.7	57	78	22	25	31
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392624.GSM2392624	-210.4	MDAMB231_BREAST	GSM2392624	-338.4	-128.0	61	79	23	25	31
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392625.GSM2392625	-199.9	MDAMB231_BREAST	GSM2392625	-328.2	-128.3	64	78	22	26	30
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392626.GSM2392626	-177.3	MDAMB231_BREAST	GSM2392626	-291.1	-113.8	54	70	21	20	29
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392627.GSM2392627	-193.9	MDAMB231_BREAST	GSM2392627	-314.6	-120.7	55	77	23	24	30
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392628.GSM2392628	-211.6	MDAMB231_BREAST	GSM2392628	-340.8	-129.3	57	85	23	25	37
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	GSM2392629.GSM2392629	-188.2	MDAMB231_BREAST	GSM2392629	-312.1	-123.8	60	76	22	23	31
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	CCLE_CAL51_BREAST.CCLE_CAL51_BREAST	-281.1	MDAMB231_BREAST	CCLE_CAL51_BREAST	-438.6	-157.4	80	99	21	44	34
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	CCLE_CAL148_BREAST.CCLE_CAL148_BREAST	-283.5	MDAMB231_BREAST	CCLE_CAL148_BREAST	-439.4	-155.9	76	100	23	40	37
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	DU4475_BREAST.CCLE_DU4475_BREAST	-240.4	MDAMB231_BREAST	DU4475_BREAST	-388.3	-147.9	82	87	19	37	31
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	CCLE_HS742T_FIBROBLAST.CCLE_HS742T_FIBROBLAST	-290.7	MDAMB231_BREAST	CCLE_HS742T_FIBROBLAST	-442.5	-151.8	73	102	24	48	30
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	UACC893_BREAST.CCLE_UACC893_BREAST	-300.1	MDAMB231_BREAST	UACC893_BREAST	-459.9	-159.8	70	105	32	31	42
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	CCLE_HS281T_FIBROBLAST.CCLE_HS281T_FIBROBLAST	-302.6	MDAMB231_BREAST	CCLE_HS281T_FIBROBLAST	-461.8	-159.2	78	106	15	52	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	CCLE_HS274T_FIBROBLAST.CCLE_HS274T_FIBROBLAST	-263.1	MDAMB231_BREAST	CCLE_HS274T_FIBROBLAST	-422.0	-158.9	84	97	22	41	34
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	HS606T_FIBROBLAST.CCLE_HS606T_FIBROBLAST	-269.4	MDAMB231_BREAST	HS606T_FIBROBLAST	-428.8	-159.4	88	96	22	45	29
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	CCLE_HS343T_FIBROBLAST.CCLE_HS343T_FIBROBLAST	-293.6	MDAMB231_BREAST	CCLE_HS343T_FIBROBLAST	-455.1	-161.5	83	103	19	49	35
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	CCLE_MDAMB468_BREAST.CCLE_MDAMB468_BREAST	-322.3	MDAMB231_BREAST	CCLE_MDAMB468_BREAST	-497.2	-174.9	69	113	52	11	50
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	MDAMB415_BREAST.CCLE_MDAMB415_BREAST	-307.6	MDAMB231_BREAST	MDAMB415_BREAST	-461.6	-153.9	64	106	30	37	39
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	MDAMB436_BREAST.CCLE_MDAMB436_BREAST	-286.1	MDAMB231_BREAST	MDAMB436_BREAST	-454.8	-168.7	80	102	33	19	50
MDAMB231_BREAST.CCLE_MDAMB231_BREAST	CCLE_SKBR3_BREAST.CCLE_SKBR3_BREAST	-289.0	MDAMB231_BREAST	CCLE_SKBR3_BREAST	-447.2	-158.2	73	101	31	31	39
